"用例编号","所属模块","用例标题","前置条件","步骤","预期","实际情况","优先级","用例类型","适用阶段","B","R","S","结果","由谁创建"
"253","/平台方/车辆相关(#48)","在车位管理中增加车位信息，各输入框验证之车位状态验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 点击展示列表上方的“增加”按钮
4. 在弹出框中填写位置id：4006，车位大小id：1（1、2、3），车位主id：6ade98f4-a14c-4bf0-a993-8ca936030245，详细地址：山水花园，车位状态：（空），车位号：12
5. 点击“增加”按钮","1. 
2. 
3. 
4. 
5. 弹出“增加失败”的提示框","1. 
2. 
3. 
4. 
5.","2","功能测试","系统测试阶段","0","1","5","通过","贾建文",""
"254","/平台方/车辆相关(#48)","在车位管理中增加车位信息，各输入框验证之车位状态验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 点击展示列表上方的“增加”按钮
4. 在弹出框中填写位置id：4006，车位大小id：1（1、2、3），车位主id：6ade98f4-a14c-4bf0-a993-8ca936030245，详细地址：山水花园，车位状态：0（0、1、3、5），车位号：12
5. 点击“增加”按钮","1. 
2. 
3. 
4. 
5. 弹出“增加成功”的提示框","1. 
2. 
3. 
4. 
5.","1","功能测试","系统测试阶段","0","1","5","通过","贾建文",""
"255","/平台方/车辆相关(#48)","在车位管理中增加车位信息，各输入框验证之车位状态验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 点击展示列表上方的“增加”按钮
4. 在弹出框中填写位置id：4006，车位大小id：1（1、2、3），车位主id：6ade98f4-a14c-4bf0-a993-8ca936030245，详细地址：山水花园，车位状态：3（0、1、3、5），车位号：12
5. 点击“增加”按钮","1. 
2. 
3. 
4. 
5. 弹出“增加成功”的提示框","1. 
2. 
3. 
4. 
5.","1","功能测试","系统测试阶段","0","1","5","通过","贾建文",""
"256","/平台方/车辆相关(#48)","在车位管理中增加车位信息，各输入框验证之车位状态验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 点击展示列表上方的“增加”按钮
4. 在弹出框中填写位置id：4006，车位大小id：1（1、2、3），车位主id：6ade98f4-a14c-4bf0-a993-8ca936030245，详细地址：山水花园，车位状态：5（0、1、3、5），车位号：12
5. 点击“增加”按钮","1. 
2. 
3. 
4. 
5. 弹出“增加成功”的提示框","1. 
2. 
3. 
4. 
5.","1","功能测试","系统测试阶段","0","1","5","通过","贾建文",""
"257","/平台方/车辆相关(#48)","在车位管理中增加车位信息，各输入框验证之车位号验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 点击展示列表上方的“增加”按钮
4. 在弹出框中填写位置id：4006，车位大小id：1（1、2、3），车位主id：6ade98f4-a14c-4bf0-a993-8ca936030245，详细地址：山水花园，车位状态：1（0、1、3、5），车位号10000000000000000
5. 点击“增加”按钮","1. 
2. 
3. 
4. 
5. 弹出“增加失败”的提示框","1. 
2. 
3. 
4. 
5. 增加成功","2","功能测试","系统测试阶段","1","1","5","失败","贾建文",""
"258","/平台方/车辆相关(#48)","在车位管理中增加车位信息，各输入框验证之车位号验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 点击展示列表上方的“增加”按钮
4. 在弹出框中填写位置id：4006，车位大小id：1（1、2、3），车位主id：6ade98f4-a14c-4bf0-a993-8ca936030245，详细地址：山水花园，车位状态：1（0、1、3、5），车位号  （空格）
5. 点击“增加”按钮","1. 
2. 
3. 
4. 
5. 弹出“增加失败”的提示框","1. 
2. 
3. 
4. 
5. 弹出提示框“增加成功”","2","功能测试","系统测试阶段","1","1","5","失败","贾建文",""
"259","/平台方/车辆相关(#48)","在车位管理中增加车位信息，各输入框验证之车位号验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 点击展示列表上方的“增加”按钮
4. 在弹出框中填写位置id：4006，车位大小id：1（1、2、3），车位主id：6ade98f4-a14c-4bf0-a993-8ca936030245，详细地址：山水花园，车位状态：1（0、1、3、5），车位号：（无内容）
5. 点击“增加”按钮","1. 
2. 
3. 
4. 
5. 弹出“增加失败”的提示框","1. 
2. 
3. 
4. 
5. 增加失败，没有提示信息","2","功能测试","系统测试阶段","1","1","5","失败","贾建文",""
"260","/平台方/车辆相关(#48)","在车位管理中增加车位信息，各输入框验证之车位号验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 点击展示列表上方的“增加”按钮
4. 在弹出框中填写位置id：4006，车位大小id：1（1、2、3），车位主id：6ade98f4-a14c-4bf0-a993-8ca936030245，详细地址：山水花园，车位状态：1（0、1、3、5），车位号：##@%&
5. 点击“增加”按钮","1. 
2. 
3. 
4. 
5. 弹出“增加失败”的提示框","1. 
2. 
3. 
4. 
5. 弹出“增加成功”的提示框","2","功能测试","系统测试阶段","1","1","5","失败","贾建文",""
"261","/平台方/车辆相关(#48)","在车位管理中增加车位信息，各输入框验证之车位号验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 点击展示列表上方的“增加”按钮
4. 在弹出框中填写位置id：4006，车位大小id：1（1、2、3），车位主id：6ade98f4-a14c-4bf0-a993-8ca936030245，详细地址：山水花园，车位状态：1（0、1、3、5），车位号：abc
5. 点击“增加”按钮","1. 
2. 
3. 
4. 
5. 弹出“增加成功”的提示框","1. 
2. 
3. 
4. 
5.","2","功能测试","系统测试阶段","0","1","5","通过","贾建文",""
"262","/平台方/车辆相关(#48)","在车位管理中删除车位信息","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选一条车位信息
4. 点击展示列表上方的“删除”按钮
5. 在列表中查找已删除信息是否存在","1. 点击完删除按钮后弹出“删除成功”的提示信息
2. 在列表中查询找不到已删除的信息
3. 
4. 
5.","1. 
2. 
3. 
4. 
5. 状态无变化，信息依然存在，弹出删除成功的提示框","2","功能测试","系统测试阶段","1","1","5","失败","贾建文",""
"263","/平台方/车辆相关(#48)","在车位管理中删除车位信息","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选前三条车位信息
4. 点击展示列表上方的“删除”按钮
5. 在列表中查找已删除信息是否存在","1. 点击完删除按钮后弹出“删除成功”的提示信息
2. 在列表中查询找不到已删除的信息
3. 
4. 
5.","1. 
2. 
3. 
4. 
5. 状态无变化，信息依然存在，弹出删除成功的提示框","2","功能测试","系统测试阶段","1","1","5","失败","贾建文",""
"264","/平台方/车辆相关(#48)","在车位管理中删除车位信息","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中不勾选车位信息
4. 点击展示列表上方的“删除”按钮","1. 点击完删除按钮后弹出“请选择要删除信息”的提示信息
2. 
3. 
4.","1. 
2. 
3. 
4. 无内容删除，没有提示信息","2","功能测试","系统测试阶段","1","1","4","失败","贾建文",""
"265","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改位置id验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改位置id为1
6. 点击修改","1. 下拉显示车辆相关的子功能
2. 右侧展示区展示平台车位信息
3. 勾选框变成蓝色
4. 弹出车位信息框
5. 位置id输入框变成1
6. 弹出修改失败的提示框","1. 
2. 
3. 
4. 
5. 
6.","1","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"266","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改位置id验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改位置id为（空）
6. 点击修改","1. 下拉显示车辆相关的子功能
2. 右侧展示区展示平台车位信息
3. 勾选框变成蓝色
4. 弹出车位信息框
5. 位置id输入框变成（空）
6. 弹出修改失败的提示框","1. 
2. 
3. 
4. 
5. 
6.","2","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"267","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改位置id验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改位置id为   （空格）
6. 点击修改","1. 下拉显示车辆相关的子功能
2. 右侧展示区展示平台车位信息
3. 勾选框变成蓝色
4. 弹出车位信息框
5. 位置id输入框变成（空格）
6. 弹出修改失败的提示框","1. 
2. 
3. 
4. 
5. 
6.","2","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"268","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改位置id验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改位置id为abc
6. 点击修改","1. 下拉显示车辆相关的子功能
2. 右侧展示区展示平台车位信息
3. 勾选框变成蓝色
4. 弹出车位信息框
5. 位置id输入框变成abc
6. 弹出修改失败的提示框","1. 
2. 
3. 
4. 
5. 
6.","2","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"269","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位大小id验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位大小id为2
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位大小id输入框变成2
6. 弹出修改成功的提示框","1. 
2. 
3. 
4. 
5. 
6. 弹出修改失败的提示框","1","功能测试","系统测试阶段","1","1","6","失败","贾建文",""
"270","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位大小id验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位大小id为3
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位大小id输入框变成3
6. 弹出修改成功的提示框","1. 
2. 
3. 
4. 
5. 
6. 弹出修改失败的提示框","1","功能测试","系统测试阶段","1","1","6","失败","贾建文",""
"271","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位大小id验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位大小id为4
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位大小id输入框变成4
6. 弹出修改失败的提示框","1. 
2. 
3. 
4. 
5. 
6.","1","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"272","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位大小id验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位大小id为a
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位大小id输入框变成4
6. 弹出修改失败的提示框","1. 
2. 
3. 
4. 
5. 
6.","2","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"273","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位大小id验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位大小id为（空）
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位大小id输入框变成（空）
6. 弹出修改失败的提示框","1. 
2. 
3. 
4. 
5. 
6. 弹出修改成功的提示框，但车位大小id未变化","2","功能测试","系统测试阶段","1","1","6","失败","贾建文",""
"274","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位大小id验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位大小id为（空格）
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位大小id输入框变成（空各）
6. 弹出修改失败的提示框","1. 
2. 
3. 
4. 
5. 
6. 弹出修改成功的提示框，但车位大小id未变化","2","功能测试","系统测试阶段","1","1","6","失败","贾建文",""
"275","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位主id验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位主id为123
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位主id输入框变成123
6. 弹出修改失败的提示框","1. 
2. 
3. 
4. 
5. 
6.","1","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"276","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位主id验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位主id为空
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位主id输入框变成空
6. 弹出修改失败的提示框","1. 
2. 
3. 
4. 
5. 
6.","2","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"277","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位主id验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位主id为空格
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位主id输入框变成空格
6. 弹出修改失败的提示框","1. 
2. 
3. 
4. 
5. 
6.","2","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"278","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改详细地址验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改详细地址为123
6. 点击修改","1. 
2. 
3. 
4. 
5. 详细地址数日框变为123
6. 弹出修改失败的提示框","1. 
2. 
3. 
4. 
5. 
6. 修改成功","2","功能测试","系统测试阶段","1","1","6","失败","贾建文",""
"279","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改详细地址验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改详细地址为空
6. 点击修改","1. 
2. 
3. 
4. 
5. 详细地址数日框变为空
6. 弹出修改失败的提示框","1. 
2. 
3. 
4. 
5. 
6. 修改成功","2","功能测试","系统测试阶段","1","1","6","失败","贾建文",""
"280","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位状态验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位状态为0
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位状态输入框显示0
6. 弹出修改成功的提示框，展示列表中第一条信息的车位状态显示已删除","1. 
2. 
3. 
4. 
5. 
6.","1","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"281","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位状态验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位状态为2
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位状态输入框显示2
6. 弹出修改成功的提示框，展示列表中第一条信息的车位状态显示错误","1. 
2. 
3. 
4. 
5. 
6.","1","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"282","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位状态验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位状态为3
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位状态输入框显示3
6. 弹出修改成功的提示框，展示列表中第一条信息的车位状态显示出租中","1. 
2. 
3. 
4. 
5. 
6.","1","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"283","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位状态验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位状态为5
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位状态输入框显示5
6. 弹出修改成功的提示框，展示列表中第一条信息的车位状态显示待抢购","1. 
2. 
3. 
4. 
5. 
6.","1","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"284","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位状态验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位状态为1
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位状态输入框显示1
6. 弹出修改成功的提示框，展示列表中第一条信息的车位状态显示待认证","1. 
2. 
3. 
4. 
5. 
6.","1","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"285","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位状态验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位状态为1a
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位状态输入框显示1a
6. 弹出修改失败的提示框，展示列表中第一条信息的车位状态显示待认证","1. 
2. 
3. 
4. 
5. 
6.","1","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"286","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位状态验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位状态为a
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位状态输入框显示a
6. 弹出修改失败的提示框，展示列表中第一条信息的车位状态显示待认证","1. 
2. 
3. 
4. 
5. 
6. 没有修改失败的提示信息","2","功能测试","系统测试阶段","1","1","6","失败","贾建文",""
"287","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位状态验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位状态为（空）
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位状态输入框显示空
6. 弹出修改失败的提示框，展示列表中第一条信息的车位状态显示待认证","1. 
2. 
3. 
4. 
5. 
6. 弹出修改成功，但状态未发生改变","1","功能测试","系统测试阶段","1","1","6","失败","贾建文",""
"288","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修改车位状态验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位状态为（空格）
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位状态输入框显示空
6. 弹出修改失败的提示框，展示列表中第一条信息的车位状态显示待认证","1. 
2. 
3. 
4. 
5. 
6. 提示修改成功，但状态无变化","2","功能测试","系统测试阶段","1","1","6","失败","贾建文",""
"289","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修该车位号验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位号为abc
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位号输入框显示abc
6. 弹出修改成功的提示框，展示列表中第一条信息的车位号显示abc","1. 
2. 
3. 
4. 
5. 
6.","1","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"290","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修该车位号验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位号为哈哈
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位号输入框显示哈哈
6. 弹出修改成功的提示框，展示列表中第一条信息的车位号显示哈哈","1. 
2. 
3. 
4. 
5. 
6.","1","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"291","/平台方/车辆相关(#48)","在车位管理中修改车位信息之修该车位号验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位号为（空）
6. 点击修改","1. 
2. 
3. 
4. 
5. 车位号输入框显示哈哈
6. 弹出修改失败的提示框，展示列表中第一条信息的车位号显示哈哈","1. 
2. 
3. 
4. 
5. 车位号输入框显示为空
6. 提示修改成功，车位号为空","1","功能测试","系统测试阶段","1","1","6","失败","贾建文",""
"292","/平台方/车辆相关(#48)","取消按钮的点击验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选第一条车位信息
4. 点击展示列表上方的“修改”按钮
5. 修改车位号abc为1
6. 点击取消","1. 
2. 
3. 
4. 
5. 车位号输入框显示
6. 车位信息录入框消失，展示列表中第一条信息的车位号显示abc","1. 
2. 
3. 
4. 
5. 
6.","1","功能测试","系统测试阶段","0","1","6","通过","贾建文",""
"293","/平台方/车辆相关(#48)","勾选多条信息点击修改验证验证","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表中勾选前三条车位信息
4. 点击展示列表上方的“修改”按钮","1. 
2. 
3. 前三条车位信息勾选框变蓝
4. 提示请勾选需要修改的单条数据","1. 
2. 
3. 
4. 弹出最前面的车位信息框","1","功能测试","系统测试阶段","1","1","4","失败","贾建文",""
"294","/平台方/车辆相关(#48)","在车位管理中查询车位信息之根据位置id查询","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表上方位置id输入框输入4006
4. 点击后面的查询按钮","1. 
2. 
3. 位置id输入框显示4006
4. 展示列表显示为位置id为4006的车位信息","1. 
2. 
3. 
4.","1","功能测试","系统测试阶段","0","1","4","通过","贾建文",""
"295","/平台方/车辆相关(#48)","在车位管理中查询车位信息之根据位置id查询","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表上方位置id输入框输入400
4. 点击后面的查询按钮","1. 
2. 
3. 位置id输入框显示400
4. 展示列表显示为位置id包含400的车位信息","1. 
2. 
3. 
4. 没有任何信息展示","1","功能测试","系统测试阶段","1","1","4","失败","贾建文",""
"296","/平台方/车辆相关(#48)","在车位管理中查询车位信息之根据位置id查询","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表上方位置id输入框输入006
4. 点击后面的查询按钮","1. 
2. 
3. 位置id输入框显示006
4. 展示列表显示为位置id包含006的车位信息","1. 
2. 
3. 
4. 未查到任何信息，不支持模糊查询","1","功能测试","系统测试阶段","1","1","4","失败","贾建文",""
"297","/平台方/车辆相关(#48)","在车位管理中查询车位信息之根据车位id查询","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表上方车位id输入框输入1
4. 点击后面的查询按钮","1. 
2. 
3. 车位id输入框显示1
4. 展示列表显示为车位id为1的车位信息","1. 
2. 
3. 
4.","1","功能测试","系统测试阶段","0","1","4","通过","贾建文",""
"298","/平台方/车辆相关(#48)","在车位管理中查询车位信息之根据车位id查询","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表上方车位id输入框输入10
4. 点击后面的查询按钮","1. 
2. 
3. 车位id输入框显示10
4. 展示列表显示为车位id为10的车位信息","1. 
2. 
3. 
4.","1","功能测试","系统测试阶段","0","1","4","通过","贾建文",""
"299","/平台方/车辆相关(#48)","在车位管理中查询车位信息之根据车位id查询","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表上方车位id输入框输入a
4. 点击后面的查询按钮","1. 
2. 
3. 车位id输入框显示a
4. 展示列表无车位信息显示","1. 
2. 
3. 
4.","1","功能测试","系统测试阶段","0","1","4","通过","贾建文",""
"300","/平台方/车辆相关(#48)","在车位管理中查询车位信息之根据车位id查询","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表上方车位id输入框输入空
4. 点击后面的查询按钮","1. 
2. 
3. 车位id输入框显示空
4. 展示列表显示全部车位信息","1. 
2. 
3. 
4.","1","功能测试","系统测试阶段","0","1","4","通过","贾建文",""
"301","/平台方/车辆相关(#48)","在车位管理中查询车位信息之根据车位id查询","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表上方车位id输入框输入空格
4. 点击后面的查询按钮","1. 
2. 
3. 车位id输入框显示空格
4. 展示列表显示全部车位信息","1. 
2. 
3. 
4.","1","功能测试","系统测试阶段","0","1","4","通过","贾建文",""
"302","/平台方/车辆相关(#48)","在车位管理中查询车位信息之根据车位主id查询","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表上方车位主id输入框输入6ade98f4-a14c-4bf0-a993-8ca936030245
4. 点击后面的查询按钮","1. 
2. 
3. 车位主id输入框显示6ade98f4-a14c-4bf0-a993-8ca936030245
4. 展示列表显示车位主ID为6ade98f4-a14c-4bf0-a993-8ca936030245的全部车位信息","1. 
2. 
3. 
4.","1","功能测试","系统测试阶段","0","1","4","通过","贾建文",""
"303","/平台方/车辆相关(#48)","在车位管理中查询车位信息之根据车位主id模糊查询","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击车辆相关模块
2. 点击车位管理子模块
3. 在展示列表上方车位主id输入框输入6ade98f4-a14c
4. 点击后面的查询按钮","1. 
2. 
3. 车位主id输入框显示6ade98f4-a14c
4. 展示列表无车位信息展示","1. 
2. 
3. 
4.","1","功能测试","系统测试阶段","0","1","4","通过","贾建文",""
